id,pn,title,description,list_price,multiplier,creation_date,edit_date,brand_id,creator_id,editor_id,note
222,310400-11010119,VÁLVULA MARIPOSA S31,Nylon/416 ,105,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
223,310400-11010169,VÁLVULA MARIPOSA S31,316/416,121,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
224,310400-11010170,VÁLVULA MARIPOSA S31,316/416,148,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
225,310400-13000124,VÁLVULA MARIPOSA S31H,316/316,192,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
226,310400-130003AP,VÁLVULA MARIPOSA S3A,Halar/316,390,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
227,310500-11010119,VÁLVULA MARIPOSA S31,Nylon/416 ,135,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
228,310500-11010169,VÁLVULA MARIPOSA S31,316/416,160,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
229,310500-11010170,VÁLVULA MARIPOSA S31,316/416,195,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
230,310600-11010119,VÁLVULA MARIPOSA S31,Nylon/416 ,151,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
231,310600-11010169,VÁLVULA MARIPOSA S31,316/416,192,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
232,310600-11010170,VÁLVULA MARIPOSA S31,316/416,227,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
233,310600-13000124,VÁLVULA MARIPOSA S31H,316/316,320,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
234,310600-130003AP,VÁLVULA MARIPOSA S3A,Halar/316,608,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
235,310800-11010119,VÁLVULA MARIPOSA S31,Nylon/416 ,234,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
236,310800-11010169,VÁLVULA MARIPOSA S31,316/416,331,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
237,310800-11010170,VÁLVULA MARIPOSA S31,316/416,394,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
238,310800-13000124,VÁLVULA MARIPOSA S31H,316/316,532,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
239,310800-130003AP,VÁLVULA MARIPOSA S3A,Halar/316,974,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
240,311000-11010119,VÁLVULA MARIPOSA S31,Nylon/416 ,353,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
241,311000-11010169,VÁLVULA MARIPOSA S31,316/416,553,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
242,311000-11010170,VÁLVULA MARIPOSA S31,316/416,644,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
243,311000-13000124,VÁLVULA MARIPOSA S31H,316/316,896,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
244,311000-130003AP,VÁLVULA MARIPOSA S3A,Halar/316,1428,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
245,311200-11010119,VÁLVULA MARIPOSA S31,Nylon/416 ,494,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
246,311200-11010169,VÁLVULA MARIPOSA S31,316/416,814,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
247,311200-11010170,VÁLVULA MARIPOSA S31,316/416,947,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
248,311200-13000124,VÁLVULA MARIPOSA S31H,316/316,1315,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
249,311200-130003AP,VÁLVULA MARIPOSA S3A,Halar/316,1925,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
250,311400-11010119,VÁLVULA MARIPOSA S31,Nylon/416 ,703,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
251,311400-11010169,VÁLVULA MARIPOSA S31,316/416,1238,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
252,311400-11010170,VÁLVULA MARIPOSA S31,316/416,1419,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
253,311600-11010119,VÁLVULA MARIPOSA S31,Nylon/416 ,996,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
254,311600-11010169,VÁLVULA MARIPOSA S31,316/416,1756,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
255,311600-11010170,VÁLVULA MARIPOSA S31,316/416,1973,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
256,311800-11010119,VÁLVULA MARIPOSA S31,Nylon/416 ,1483,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
257,311800-11010169,VÁLVULA MARIPOSA S31,316/416,2533,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
258,311800-11010170,VÁLVULA MARIPOSA S31,316/416,2824,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
259,312000-11010119,VÁLVULA MARIPOSA S31,Nylon/416 ,1757,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
260,312000-11010169,VÁLVULA MARIPOSA S31,316/416,3098,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
261,312000-11010170,VÁLVULA MARIPOSA S31,316/416,3462,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
262,362400-11010119,VÁLVULA MARIPOSA S36,Nylon 11/416,4546,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
263,362400-11010169,VÁLVULA MARIPOSA S36,316/416,6604,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
264,362800-11010169,VÁLVULA MARIPOSA S36,316/416,8636,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
265,363000-11010119,VÁLVULA MARIPOSA S36,Nylon 11/416,7150,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
266,363000-11010169,VÁLVULA MARIPOSA S36,316/416,10464,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
267,363600-11010119,VÁLVULA MARIPOSA S36,Nylon 11/416,10403,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
268,363600-11010169,VÁLVULA MARIPOSA S36,316/416,15443,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
269,364000-11010119,VÁLVULA MARIPOSA S36,Nylon 11/417,13741,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
270,364000-11010169,VÁLVULA MARIPOSA S36,316/416,21254,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
271,364200-11010119,VÁLVULA MARIPOSA S36,Nylon 11/418,16552,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
272,364200-11010169,VÁLVULA MARIPOSA S36,316/416,27116,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
273,364800-11010119,VÁLVULA MARIPOSA S36,Nylon 11/416,21250,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
274,390200-110103CC,VÁLVULA MARIPOSA S39,Ceramic / 17-4,11314,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
275,390300-110103CC,VÁLVULA MARIPOSA S39,Ceramic / 17-5,12574,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
276,390400-110103CC,VÁLVULA MARIPOSA S39,Ceramic / 17-6,20437,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
277,390600-110103CC,VÁLVULA MARIPOSA S39,Ceramic / 17-7,37047,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
278,390800-110103CC,VÁLVULA MARIPOSA S39,Ceramic / 17-8,60188,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
279,391000-110103CC,VÁLVULA MARIPOSA S39,Ceramic / 17-9,105828,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
280,400250-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S40,316/17-4,526,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
281,400250-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S40,316/17-4,342,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
282,400300-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S40,316/17-4,597,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
283,400300-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S40,316/17-4,368,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
284,400400-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S40,316/17-4,788,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
285,400400-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S40,316/17-4,446,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
286,400500-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S40,316/17-4,984,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
287,400500-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S40,316/17-4,583,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
288,400600-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S40,316/17-4,1183,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
289,400600-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S40,316/17-4,659,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
290,400800-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S40,316/17-4,1675,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
291,400800-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S40,316/17-4,935,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
292,401000-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S40,316/17-4,2567,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
293,401000-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S40,316/17-4,1472,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
294,401200-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S40,316/17-4,3589,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
295,401200-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S40,316/17-4,2017,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
296,401400-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S40,316/17-4,6806,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
297,401400-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S40,316/17-4,3690,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
298,401600-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S40,316/17-4,9532,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
299,401600-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S40,316/17-4,5073,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
300,401800-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S40,316/17-4,12621,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
301,401800-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S40,316/17-4,6653,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
302,402000-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S40,316/17-4,15969,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
303,402000-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S40,316/17-4,8574,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
304,402400-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S40,316/17-4,21768,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
305,402400-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S40,316/17-4,11860,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
306,410250-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/17-4,565,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
307,410250-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/17-4,372,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
308,410250-BFA10069,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/316,595,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
309,410300-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/17-4,616,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
310,410300-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/17-4,395,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
311,410300-BFA10069,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/316,642,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
312,410400-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/17-4,910,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
313,410400-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/17-4,480,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
314,410400-BFA10069,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/316,932,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
315,410500-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/17-4,1111,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
316,410500-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/17-4,636,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
317,410600-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/17-4,1324,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
318,410600-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/17-4,729,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
319,410600-BFA10069,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/316,1358,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
320,410800-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/17-4,1825,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
321,410800-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/17-4,990,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
322,410800-BFC10069,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/316,2027,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
323,411000-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/17-4,3025,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
324,411000-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/17-4,1609,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
325,411000-BFC10069,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/316,3239,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
326,411200-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/17-4,4200,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
327,411200-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/17-4,2192,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
328,411200-BFC10069,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/316,4459,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
329,411400-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/17-4,6681,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
330,411400-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/17-4,3708,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
331,411400-BFC10069,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/316,7115,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
332,411600-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/17-4,9597,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
333,411600-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/17-4,5203,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
334,411600-BFC10069,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/316,10115,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
335,411800-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/17-4,12342,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
336,411800-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/17-4,6871,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
337,411800-BFC10069,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/316,12830,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
338,412000-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/17-4,16236,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
339,412000-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/17-4,8818,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
340,412000-BFC10069,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/316,18527,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
341,412400-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/17-4,23008,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
342,412400-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/17-4,12317,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
343,412400-BFC10069,VÁLVULA MARIPOSA HIGH PERFORMANCE S41,316/316,25132,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
344,430250-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,416,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
345,430300-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,474,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
346,430400-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,1070,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
347,430400-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,587,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
348,430500-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,1329,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
349,430500-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,755,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
350,430600-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,1749,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
351,430600-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,1032,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
352,430800-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,2835,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
353,430800-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,1588,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
354,431000-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,2466,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
355,431000-BFC10066,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,4743,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
356,431200-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,3576,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
357,431400-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,6011,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
358,431600-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,17134,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
359,431600-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,8972,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
360,431800-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,10411,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
361,432000-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,12991,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
362,432400-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,20759,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
363,551000-74603533,FILTRO DE AIRE,,132,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
364,5A0005-126A2536,INDICADOR LIMIT SWITCH,Incluye kit de montaje 5B0000-22651534,159,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
365,630250-21401536,VÁLVULA SOLENOIDE S63,,215,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
366,630250-21410536,VÁLVULA SOLENOIDE S63,,217,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
367,630250-21430536,VÁLVULA SOLENOIDE S63,,217,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
368,700000-22941536,TARJETA SERVOPRO 110V,,682,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
369,700000-22942536,TARJETA SERVOPRO 110V,,498,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
370,700061-113DA536/F,ACTUADOR ELÉCTRICO S70,600,924,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
371,700061-113DB536/F,ACTUADOR ELÉCTRICO S70,600,924,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
372,700201-113DA536/F,ACTUADOR ELÉCTRICO S70,2000,1052,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
373,700201-113DB536/F,ACTUADOR ELÉCTRICO S70,2000,1052,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
374,700651-113DA536/F,ACTUADOR ELÉCTRICO S70,6500,1832,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
375,700651-113DB536/F,ACTUADOR ELÉCTRICO S70,6500,1832,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
376,920480-11300532,ACTUADOR NEUMÁTICO S92/93,,139,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
377,920630-11300532,ACTUADOR NEUMÁTICO S92/93,,139,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
378,920830-11300532,ACTUADOR NEUMÁTICO S92/93,,193,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
379,920930-11300532,ACTUADOR NEUMÁTICO S92/93,,234,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
380,921190-11300532,ACTUADOR NEUMÁTICO S92/93,,342,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
381,921280-11300532,ACTUADOR NEUMÁTICO S92/93,,388,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
382,921600-11300532,ACTUADOR NEUMÁTICO S92/93,,581,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
383,922100-11300532,ACTUADOR NEUMÁTICO S92/93,,1218,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
384,922550-11351532,ACTUADOR NEUMÁTICO S92/93,,2872,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
385,930630-21931536,RESORTES,,9,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
386,930830-21931536,RESORTES,,11,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
